Geneid	Chr	Start	End	Strand	Length	alignment/bam/SRR20707035_sorted.bam	alignment/bam/SRR20707036_sorted.bam	alignment/bam/SRR20707037_sorted.bam	alignment/bam/SRR20707038_sorted.bam	alignment/bam/SRR20707039_sorted.bam	alignment/bam/SRR20707040_sorted.bam	alignment/bam/SRR20707041_sorted.bam	alignment/bam/SRR20707042_sorted.bam	alignment/bam/SRR20707043_sorted.bam	alignment/bam/SRR20707044_sorted.bam	alignment/bam/SRR20707045_sorted.bam	alignment/bam/SRR20707047_sorted.bam	alignment/bam/SRR20707048_sorted.bam	alignment/bam/SRR20707049_sorted.bam	alignment/bam/SRR20707050_sorted.bam	alignment/bam/SRR20707051_sorted.bam	alignment/bam/SRR20707053_sorted.bam	alignment/bam/SRR20707054_sorted.bam	alignment/bam/SRR20707056_sorted.bam	alignment/bam/SRR20707058_sorted.bam	alignment/bam/SRR20707059_sorted.bam	alignment/bam/SRR20707060_sorted.bam	alignment/bam/SRR20707061_sorted.bam	alignment/bam/SRR20707062_sorted.bam	alignment/bam/SRR20707063_sorted.bam	alignment/bam/SRR20707064_sorted.bam	alignment/bam/SRR20707065_sorted.bam	alignment/bam/SRR20707066_sorted.bam	alignment/bam/SRR20707067_sorted.bam	alignment/bam/SRR20707068_sorted.bam	alignment/bam/SRR20707069_sorted.bam	alignment/bam/SRR20707070_sorted.bam	alignment/bam/SRR20707071_sorted.bam	alignment/bam/SRR20707072_sorted.bam	alignment/bam/SRR20707073_sorted.bam	alignment/bam/SRR20707074_sorted.bam	alignment/bam/SRR20707075_sorted.bam	alignment/bam/SRR20707076_sorted.bam	alignment/bam/SRR20707077_sorted.bam	alignment/bam/SRR20707078_sorted.bam	alignment/bam/SRR20707079_sorted.bam	alignment/bam/SRR20707080_sorted.bam	alignment/bam/SRR20707081_sorted.bam	alignment/bam/SRR20707082_sorted.bam	alignment/bam/SRR20707083_sorted.bam	alignment/bam/SRR20707084_sorted.bam	alignment/bam/SRR20707085_sorted.bam	alignment/bam/SRR20707086_sorted.bam	alignment/bam/SRR20707087_sorted.bam	alignment/bam/SRR20707088_sorted.bam	alignment/bam/SRR20707089_sorted.bam	alignment/bam/SRR20707090_sorted.bam	alignment/bam/SRR20707091_sorted.bam	alignment/bam/SRR20707092_sorted.bam	alignment/bam/SRR20707093_sorted.bam	alignment/bam/SRR20707094_sorted.bam	alignment/bam/SRR20707095_sorted.bam	alignment/bam/SRR20707096_sorted.bam	alignment/bam/SRR20707097_sorted.bam	alignment/bam/SRR20707098_sorted.bam	alignment/bam/SRR20707099_sorted.bam	alignment/bam/SRR20707100_sorted.bam	alignment/bam/SRR20707101_sorted.bam	alignment/bam/SRR20707102_sorted.bam	alignment/bam/SRR20707103_sorted.bam	alignment/bam/SRR20707104_sorted.bam	alignment/bam/SRR20707105_sorted.bam	alignment/bam/SRR20707106_sorted.bam	alignment/bam/SRR20707107_sorted.bam	alignment/bam/SRR20707108_sorted.bam	alignment/bam/SRR20707109_sorted.bam	alignment/bam/SRR20707110_sorted.bam	alignment/bam/SRR20707111_sorted.bam	alignment/bam/SRR20707112_sorted.bam	alignment/bam/SRR20707113_sorted.bam	alignment/bam/SRR20707114_sorted.bam	alignment/bam/SRR20707115_sorted.bam	alignment/bam/SRR20707116_sorted.bam	alignment/bam/SRR20707117_sorted.bam	alignment/bam/SRR20707119_sorted.bam	alignment/bam/SRR20707120_sorted.bam	alignment/bam/SRR20707121_sorted.bam	alignment/bam/SRR20707122_sorted.bam	alignment/bam/SRR20707123_sorted.bam	alignment/bam/SRR20707124_sorted.bam	alignment/bam/SRR20707125_sorted.bam	alignment/bam/SRR20707127_sorted.bam	alignment/bam/SRR20707129_sorted.bam	alignment/bam/SRR20707131_sorted.bam	alignment/bam/SRR20707133_sorted.bam	alignment/bam/SRR20707134_sorted.bam	alignment/bam/SRR20707135_sorted.bam	alignment/bam/SRR20707136_sorted.bam	alignment/bam/SRR20707137_sorted.bam	alignment/bam/SRR20707139_sorted.bam	alignment/bam/SRR20707140_sorted.bam	alignment/bam/SRR20707141_sorted.bam	alignment/bam/SRR20707142_sorted.bam	alignment/bam/SRR20707143_sorted.bam	alignment/bam/SRR20707144_sorted.bam	alignment/bam/SRR20707145_sorted.bam	alignment/bam/SRR20707146_sorted.bam	alignment/bam/SRR20707147_sorted.bam	alignment/bam/SRR20707148_sorted.bam	alignment/bam/SRR20707149_sorted.bam	alignment/bam/SRR20707151_sorted.bam	alignment/bam/SRR20707152_sorted.bam	alignment/bam/SRR20707153_sorted.bam	alignment/bam/SRR20707154_sorted.bam	alignment/bam/SRR20707155_sorted.bam	alignment/bam/SRR20707156_sorted.bam	alignment/bam/SRR20707157_sorted.bam	alignment/bam/SRR20707158_sorted.bam	alignment/bam/SRR20707159_sorted.bam	alignment/bam/SRR20707160_sorted.bam	alignment/bam/SRR20707161_sorted.bam	alignment/bam/SRR20707162_sorted.bam	alignment/bam/SRR20707163_sorted.bam	alignment/bam/SRR20707164_sorted.bam	alignment/bam/SRR20707165_sorted.bam	alignment/bam/SRR20707166_sorted.bam	alignment/bam/SRR20707167_sorted.bam	alignment/bam/SRR20707168_sorted.bam	alignment/bam/SRR20707169_sorted.bam	alignment/bam/SRR20707170_sorted.bam
YDL015C	ref|NC_001136|	426002	426934	-	933	17	0	0	154	52	0	0	0	0	19	92	53	0	33	0	25	0	39	132	0	9	12	52	6	93	0	0	346	265	2	67	0	0	0	69	0	62	6	0	0	51	10	78	10	0	0	0	20	6	0	0	3	19	4	28	10	4	74	38	112	0	104	0	0	6	2	0	15	105	43	0	102	0	0	80	0	16	0	0	4	33	69	296	1	0	84	0	94	0	0	5	25	44	0	4	0	0	77	0	77	34	247	69	186	0	0	3	135	57	0	0	27	0	9	0	341	7	93	3	99	0	163	14	3	58
YDR304C	ref|NC_001136|	1071880	1072557	-	678	260	147	70	0	55	50	51	4	0	98	27	214	46	104	0	96	0	103	7	36	181	43	113	73	124	0	2	354	392	27	383	0	74	2	113	210	61	67	224	57	50	47	356	159	13	0	0	34	0	71	0	60	29	2	490	22	0	51	165	255	27	282	4	0	97	1	0	145	51	58	80	103	119	131	0	0	155	24	190	14	66	169	261	0	123	124	0	0	20	22	0	126	2	33	42	113	0	0	0	87	46	134	2	50	51	93	10	11	0	0	0	0	33	141	63	145	143	0	37	159	70	16	55	4	0
YDR271C	ref|NC_001136|	1008395	1008766	-	372	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL181W	ref|NC_001136|	135179	135436	+	258	0	0	0	0	0	0	0	23	0	0	0	19	14	7	0	0	1	0	33	14	31	2	0	12	9	0	0	8	2	30	15	0	0	98	4	0	13	0	0	25	17	0	0	0	0	136	52	0	0	0	0	0	28	9	0	0	0	1	0	34	0	0	0	0	12	37	0	6	2	0	0	0	0	0	0	0	0	0	0	43	0	0	84	0	0	0	0	7	0	0	0	22	0	5	0	1	0	0	5	4	0	47	0	0	0	0	35	10	0	1	0	8	2	0	0	6	0	0	0	0	7	0	81	0	0
YDR367W	ref|NC_001136|;ref|NC_001136|	1212848;1212979	1212877;1213614	+;+	666	92	6	0	107	0	0	0	96	0	0	0	0	0	45	0	0	3	71	295	0	0	0	0	41	7	0	0	16	36	213	94	0	0	0	0	0	70	138	82	0	0	0	141	0	0	0	0	0	0	0	4	0	0	0	8	0	9	6	0	54	0	0	0	0	211	0	0	0	0	0	0	30	0	0	101	0	0	0	0	5	65	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	245	0	0	27	0	0	0	70	0	0	0	0	0	124	0	27	80	0	0	92	0	0	0	424	0	0	6	0	0
YDR085C	ref|NC_001136|	614288	616150	-	1863	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	65	49	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	1	0	0	3	0	0	23	0	310	184	0	90	97	70	43	0	0	153	125	337	0	226	0	2	0	0	119	0	0	0	0	0	22	0	63	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	1	24	0	0	0	61	0	0	0	0	0	0	0	130	0
YDL097C	ref|NC_001136|	285391	286695	-	1305	302	434	1	411	0	328	0	0	166	229	155	222	90	98	113	28	21	84	183	135	0	0	171	2	287	99	0	243	524	0	261	1	28	284	0	0	104	34	182	146	839	56	268	352	568	313	235	50	50	18	182	26	141	0	0	0	0	12	363	203	105	350	47	82	81	66	265	118	84	181	131	344	10	85	203	175	71	263	0	18	611	90	91	0	599	547	0	6	0	102	0	79	189	102	87	0	2	2	121	39	219	229	135	0	33	348	18	36	261	0	0	146	39	93	4	490	0	0	95	10	4	196	38	102	0
YDL139C	ref|NC_001136|	211375	212046	-	672	0	0	0	0	0	21	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	6	0	0	0	0	0	0	16	0	0	0	42	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	3	31	0	0	0	0	0	102	8	0	0	32	0	0	0	0	0	0	0	106	17	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0
YDR200C	ref|NC_001136|	854279	856093	-	1815	0	109	0	1	0	0	0	0	94	1	0	67	0	0	106	28	0	47	0	0	0	0	0	0	0	0	30	0	6	0	1	0	0	0	12	227	6	0	0	0	0	0	6	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	10	126	0	0	0	0	12	17	0	0	0	0	12	0	160	0	2	0	9	0	1	0	28	0	5	91	174	0	0	0	0	0	0	0	94	0	0	0	0	0	2	0	0	0	0	0	0	40	0	0	0	0	0	0	69	0	1	0
YDR191W	ref|NC_001136|	842337	843449	+	1113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	24	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	134	0	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	401	2	0	0	0	0	0	0
YDR451C	ref|NC_001136|	1361120	1362181	-	1062	0	19	0	0	0	0	0	0	29	8	0	0	0	21	0	0	24	71	431	0	20	33	35	0	0	0	0	0	16	0	0	103	0	0	238	0	93	0	1	0	23	0	0	0	0	0	0	46	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	2	10	0	0	156	0	96	0	56	5	0	2	0	15	58	0	167	0	0	0	0	0	0	0	166	0	0	0	0	0
YDR469W	ref|NC_001136|	1399015	1399542	+	528	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	3	1	0	24	118	0	0	0	0	2	130	32	0	0	0	0	0	39	0	0	0	0	36	26	10	13	0	0	0	156	12	0	0	0	36	13	26	5	0	2	7	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	1	0	0	46	5	18	0	0	0	0	0	6	0	94	0	0	0	0	0	0	0	0	0	0	0	0	2	41	0	0	0	0	27	38	37	18	0	0	0	0	0	23	0	0	7
YDR470C	ref|NC_001136|	1399706	1401214	-	1509	0	0	0	0	0	0	0	0	0	216	0	5	0	107	0	0	0	0	271	0	0	0	0	0	0	0	0	203	1	0	4	0	0	0	92	0	0	0	0	0	25	0	0	1	0	0	20	0	0	0	0	3	0	6	0	0	282	0	27	56	0	0	0	0	0	0	10	0	0	12	32	0	0	0	76	0	39	0	183	0	0	3	0	0	184	0	0	0	0	0	0	37	0	35	2	0	2	67	13	0	0	0	0	0	34	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	4	0	0	0
YDR105C	ref|NC_001136|	665349	666770	-	1422	0	4	0	0	0	0	0	0	0	157	0	123	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	6	11	47	0	0	0	3	0	0	187	0	249	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	34	0	46	0	110	0	145	0	0	0	0	58	4	0	20	9	0	141	142	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	80	0	0	147	39	62	0	0	0	0	91	0	10	0	0	0
YDR483W	ref|NC_001136|	1421157	1422485	+	1329	5	0	0	219	110	0	241	0	0	0	100	155	63	11	0	67	0	121	69	28	26	0	205	94	194	118	39	254	228	11	4	0	74	0	201	14	84	8	0	78	60	160	147	0	20	0	0	88	240	37	33	2	0	0	2	0	404	0	79	151	51	465	25	0	0	32	0	384	126	43	25	73	0	0	91	11	155	10	0	410	142	21	125	1	64	91	0	0	0	47	0	3	29	91	1	3	0	48	0	163	0	266	7	0	47	19	0	120	51	173	77	54	166	16	117	16	235	125	3	22	59	476	1	1	42
YDL123W	ref|NC_001136|	241418	241840	+	423	0	0	91	0	0	30	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	86	0	0	0	0	52	0	0	0	0	16	0	36	357	2	0	0	225	0	0	0	3	43	0	52	2	0	0	0	0	2	0	13	0	0	0	0	9	1	2	0	0	1	0	0	1	0	0	14	45	0	27	0	143	0	133	0	47	116	15	0	0	1	0	0	27	82	7	0	43	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	60	0	0	0	0	0	0	16	0	0	0	0	0	52	0	0	0	0
YDL199C	ref|NC_001136|	101290	103353	-	2064	0	0	0	294	0	0	0	81	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	72	0	0	0	0	196	0	0	51	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	0	0	227	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
YDR505C	ref|NC_001136|	1456695	1459220	-	2526	170	0	1	0	117	91	0	42	83	75	122	67	0	0	59	0	0	84	0	0	0	0	18	49	0	0	5	29	62	0	71	0	85	0	0	43	43	0	9	0	11	12	0	0	0	0	392	0	0	80	0	0	0	0	0	2	260	0	0	0	0	211	0	0	6	0	0	14	58	127	0	134	3	251	160	0	43	149	43	0	0	0	89	0	8	170	0	121	443	0	0	1	43	0	19	0	0	0	0	0	2	0	0	0	0	4	0	0	0	0	0	0	0	324	0	0	0	0	0	0	43	100	0	0	0
YDL045W-A	ref|NC_001136|	372248	372535	+	288	42	24	0	0	16	4	0	0	67	15	18	59	16	0	3	0	1	16	0	0	19	0	0	0	0	0	0	52	15	0	4	0	0	59	24	0	42	48	0	25	13	0	40	21	0	0	44	0	0	0	1	2	0	1	0	0	0	0	40	11	0	0	0	0	40	0	14	7	0	0	15	41	0	0	18	0	25	0	0	0	0	16	21	0	0	119	182	19	0	0	22	105	18	2	0	3	0	122	0	0	17	0	0	28	0	0	0	0	0	0	0	0	0	50	45	0	4	0	0	17	0	8	12	0	0
YDL045C	ref|NC_001136|	372688	373608	-	921	0	4	0	0	10	0	0	0	0	0	15	52	1	0	0	0	0	0	0	0	0	0	0	0	52	0	120	181	0	0	0	0	1	0	0	0	38	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	139	0	0	198	5	0	0	0	0	0	2	0	0	34	0	0	96	0	0	126	0	1	0	0	1	0	0	0	3	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	82	0	2	0	0	0	0	20	0	0	77	0	145	0	0	0	0	0
YDR361C	ref|NC_001136|	1195412	1196263	-	852	0	0	0	0	0	0	0	0	0	0	1	0	189	52	2	0	0	32	6	0	0	22	0	0	14	0	0	107	20	0	47	6	0	14	62	11	33	0	8	0	24	0	0	7	54	0	172	0	0	0	69	157	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	20	0	0	65	0	0	8	0	0	0	0	0	0	0	0	12	65	1	0	7	45	0	0	0	0	0	2	19	95	82	0	43	15	0	17	18	0	43	68	0	0
YDR406W-A	ref|NC_001136|	1283799	1284044	+	246	0	5	0	2	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	3	0	6	0	0	12	0	0	0	0	0	14	1	0	2	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR199W	ref|NC_001136|	854175	854540	+	366	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0
YDR266C	ref|NC_001136|	1000104	1002023	-	1920	0	0	0	0	0	3	0	0	4	11	46	180	0	0	45	0	0	106	0	29	27	4	0	17	81	0	0	6	101	21	22	75	4	0	16	37	0	0	73	5	8	11	52	6	7	0	0	0	15	0	0	0	0	1	252	6	11	0	0	0	0	128	4	78	148	0	0	2	0	0	32	44	142	0	0	0	0	0	0	55	0	0	231	36	0	0	0	0	2	4	0	26	0	28	0	0	0	0	56	41	12	60	0	0	6	52	0	22	6	31	0	39	0	42	59	0	0	37	0	0	0	24	60	132	101
YDL242W	ref|NC_001136|	18959	19312	+	354	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	68	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR002W	ref|NC_001136|	453045	453650	+	606	75	202	87	49	65	102	0	0	1	87	11	379	121	136	1	14	4	356	223	178	73	179	107	97	168	53	48	338	103	0	7	104	0	84	324	34	19	40	32	133	30	1	61	148	1	155	187	102	76	152	6	216	26	129	26	43	204	215	60	91	48	169	0	0	0	1	43	78	75	83	8	25	0	0	76	2	93	123	240	0	152	169	9	10	0	178	13	148	62	33	75	79	85	256	107	24	82	154	0	133	95	276	52	351	226	32	121	192	107	38	89	136	416	16	7	259	24	40	46	65	35	21	15	105	142
YDR214W	ref|NC_001136|	892875	893927	+	1053	41	84	117	0	71	20	0	44	65	80	4	106	11	14	70	0	0	143	0	0	0	0	0	121	14	55	12	33	83	35	69	0	120	38	78	135	2	0	20	4	2	0	222	0	3	6	114	0	0	22	0	0	0	6	72	0	129	220	47	85	0	665	41	173	9	0	0	75	73	223	0	6	98	260	88	20	163	14	148	217	31	151	61	38	322	404	3	39	0	0	142	96	0	77	0	1	47	0	2	0	0	411	24	0	61	23	0	60	0	0	24	34	0	335	0	345	0	55	0	19	8	0	0	0	29
YDR130C	ref|NC_001136|	715747	716622	-	876	0	141	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	162	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	28	31	0	0	152	0	0	0	0	0	0	332	34	0	0	0	0	8	0	0	0	0	0	223	0	0	0	39	0	0	5	0	0	0	2	0	0	0	17	104	0	22	22	0	65	0	0	0	0	0	0	0	0	0	0	0	0
YDL176W	ref|NC_001136|	142097	144223	+	2127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	414	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	79	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	3	0	0	0	0	55	0	0	0	0	89	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	12	0
YDR358W	ref|NC_001136|	1190059	1191732	+	1674	0	0	0	0	143	0	0	0	0	0	0	75	0	0	0	4	0	0	0	0	0	0	1	0	54	0	0	129	12	0	88	1	0	0	0	52	11	0	49	0	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	125	0	230	8	0	2	164	0	0	153	143	73	0	40	0	0	0	136	146	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	4	0	0	354	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	41	16	1
YDR544C	ref|NC_001136|	1525095	1525523	-	429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR460W	ref|NC_001136|	1383811	1384776	+	966	0	0	52	0	0	0	0	32	0	0	62	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	2	10	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	61	0	0	0	0	0	0	0	0	9	0	31	42	0	100	25	0	0	0	0	0	169	20	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	0	0	0	88	0	19	79	0	0	0	0	6	0	105	110	0	0	175	130
snR84	ref|NC_001136|	1492477	1493026	-	550	21	11	13	46	61	29	0	124	38	25	11	17	0	9	45	6	0	2	66	37	21	26	37	7	25	29	46	15	15	0	0	21	15	42	21	10	0	0	16	45	0	39	86	14	15	379	29	2	64	277	196	7	38	0	1	0	0	0	153	4	0	115	0	106	27	0	8	13	0	22	12	30	25	29	0	23	65	5	8	180	122	24	76	21	54	0	184	3	132	31	17	15	19	12	107	19	0	10	18	0	0	0	4	26	43	0	49	24	25	0	20	59	0	24	266	49	0	42	0	98	49	23	8	93	0
YDR034W-B	ref|NC_001136|	521314	521469	+	156	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	11	0	45	0	6	14	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDL028C	ref|NC_001136|	400997	403291	-	2295	131	0	0	0	0	0	0	0	34	0	0	0	14	0	37	4	0	19	0	0	0	0	0	0	0	0	2	0	0	51	0	0	0	0	88	0	73	0	209	27	0	0	14	0	121	0	44	0	0	0	0	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	63	18	0	0	72	11	61	0	58	72	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	11	0	0	14	0	0	0	106	0	0	0	0	0	0	0	0	128	0	0	0
YDR061W	ref|NC_001136|	574164	575783	+	1620	0	0	0	46	0	161	0	0	0	0	0	0	0	0	0	0	16	0	0	3	24	0	0	0	0	0	0	372	100	0	121	3	0	0	111	0	161	38	0	15	0	6	12	0	0	557	0	0	0	0	338	0	0	6	0	0	0	86	10	1	20	0	0	0	0	4	28	2	0	11	0	73	8	0	0	0	108	0	0	0	0	116	0	0	0	61	0	41	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	5	0	0	101	99	0	0	0	132	0	0	0	0	0	41	0
YDR060W	ref|NC_001136|	570649	573726	+	3078	51	30	134	3	2	0	0	0	0	5	41	41	198	68	0	4	0	279	235	87	14	84	212	288	37	0	85	204	131	7	16	62	18	20	241	235	193	51	106	229	4	0	83	25	159	139	226	209	0	251	0	446	72	4	651	54	109	104	0	0	0	2	0	1	0	27	2	0	0	0	0	2	0	0	0	0	0	0	272	0	0	0	0	0	11	32	53	2	0	49	0	2	97	313	127	54	17	5	136	0	46	9	21	30	204	28	84	126	7	26	7	268	286	63	158	261	222	21	156	207	90	13	21	55	186
YDR169C-A	ref|NC_001136|	794574	794723	-	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YDR363W	ref|NC_001136|	1199183	1200553	+	1371	0	0	0	0	0	5	0	0	0	74	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	115	0	0	56	0	0	126	79	0	0	0	0	0	0	10	0	4	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	2	89	23	19	0	0	14	27	0	0	0	36	0	0	0	0	37	0	0	0	0	0	0	4	0	2	38	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	83	0	0	0	0	0	0	47	0	0	0	54	0	0	0	0	0	212
YDR422C	ref|NC_001136|	1315326	1317773	-	2448	0	84	1	0	0	9	0	0	0	0	0	0	0	0	0	0	55	72	0	0	0	0	40	0	38	0	0	12	5	38	0	0	0	0	109	0	0	0	2	215	36	0	0	2	0	8	187	0	0	0	3	0	0	32	232	0	0	0	0	0	0	0	15	0	21	0	14	2	0	0	0	0	0	65	0	1	0	0	0	5	0	0	199	0	21	162	0	0	0	56	9	0	0	0	0	0	0	0	0	0	19	35	0	0	0	0	0	0	0	0	0	1	46	0	0	0	0	0	0	538	273	0	0	0	0
